video_id,comment_id,author,author_channel_url,like_count,published_at,updated_at,processed_text,channel,predicted_language,confidence_score
3JmWYRkMZRo,UgwGPOaOazj1yhQM3r94AaABAg,@henrycunha8379,http://www.youtube.com/@henrycunha8379,0,2019-11-06T00:15:56Z,2019-11-06T00:15:56Z,This is not worth watching. Important and eminently trivial facts are all mentioned as of equal importance. No real economic modeling behind the chit chat.,Talks at Google,en,0.9905981421470642
hNa_-1d_0tA,Ugzj-7UMRQTFYvGcTFx4AaABAg,@bluen314159265,http://www.youtube.com/@bluen314159265,0,2011-03-23T02:49:47Z,1970-01-01T00:00:00Z,thumbs up if your IN LOVE with Lady Gaga. :) <3,Talks at Google,en,0.9350880980491638
IZefk4gzQt4,UgxIb_x8mpkYeVWDabt4AaABAg,@RileyRampant,http://www.youtube.com/@RileyRampant,3,2017-09-19T16:07:15Z,2017-09-19T16:07:15Z,"the 'bare brain' isn't merely a programmable logic array (aimless, purposeless neurons) it has an architecture, vast numbers of functional areas (most notably for vision and language, social dynamics, learning, etc., etc).   to that extent, his analysis is actually quite misleading - i suppose to beat the drum for social/cultural evolution (in service of, of course, corporation-think).  you dont have to negate the one to appreciate the other.",Talks at Google,en,0.9618554711341858
ynbgMKclWWc,Ugzlo3F7QflXJnWEenR4AaABAg.8ts1SbTyf-F8v4e1p33Euy,@dmonarredmonarre3076,http://www.youtube.com/@dmonarredmonarre3076,1,2019-05-18T17:05:03Z,2019-05-18T17:05:03Z,"@@KoshokarThat literally makes no sense at all. Corporations ALREADY ARE democratically operated. What do you think a BOARD OF DIRECTORS are and how did they get elected? How about the Chairman of the Board, President and Chief Operation Officer(COO), Vice President of Finance (CFO), Vice President of Marketing, Vice President of Production, the Controller, the Cost Accounting Manager, the Credit Manager, the Cash Manager, etc,etc,etc.? Are they a static group of people or is their performance what defines THEIR SURVIVAL and job title? And you know what their labors are oriented towards, defined by, and ultimately held accountable by? Prices. Prices are a signal for free economic actors to attempt to profit off events, whereas Marxism (Under the materialist pretense) is a concept of designing a market in which outcomes are dictated by central authorities (Irrespective of the fact we say we are going to ""democratically elect the operators. All the operators of said economic organization fall under the  above stated positions and EACH maintain DIFFERING amounts of energy invested, differing amounts of specialization, differing amounts of skill, differing  creativity, differing industriousness, differing time invested, differing competencies, etc,etc, in essence, are defined down to the individual. Each INDIVIDUAL will wish to be compensated according to their skill set and what the market will bare. In effect, I don't think a Network engineer is going to take a deal where he is compensated for his added value to the organization at the same rate that a janitor is compensated. DIFFERENCE IN INDIVIDUAL CAPACITY, INVESTMENT AND VALUE TO THE ORGANIZATION dictate his compensation vs the janitors)  Again, people of your naivety and business ignorance are EXACTLY what grand deceivers and agitators like Wolff need to allow for their nonsense to persist. The total intent of Marxism (Which Wolff is a self-avowed Marxist), yields tyranny, centralization, deeply misallotted resources, sluggish economies, unaccountable bureaucrats, destruction of individuals to act, and persnickety social planning neurotics.I get the sense that people who have never even worked for a large corporation are all so ready to vote on its behalf. Warm fuzzy words are your kryptonite:https://www.youtube.com/watch?v=LFWKNBHgQzA&t=18sAnd for the understanding prices:https://en.wikipedia.org/wiki/Price_signal",Talks at Google,en,0.9075595140457152
NRqEPGOcEfI,UgzEOrgnZVFCcUhe9894AaABAg,@alliesteamc3546,http://www.youtube.com/@alliesteamc3546,5,2020-08-05T21:54:51Z,2020-08-05T21:54:51Z,Thank you for sharing practical  info about China!,Talks at Google,en,0.92124205827713
EScvgGxFq4Q,Ugzp2DXVculbB5KD0_R4AaABAg,@carmenarteaga6070,http://www.youtube.com/@carmenarteaga6070,1,2021-08-29T23:23:05Z,2021-08-29T23:23:05Z,My mom and I learnt how to make tons of Korean dishes watching Mangchi’s videos. We can’t live without kimchi too 😂 You deserve the best of the best Mangchi 💚,Talks at Google,en,0.9545398354530334
8EMW7io4rSI,UgwO7OypP3F_GLihy1B4AaABAg,@vaisybutterfly,http://www.youtube.com/@vaisybutterfly,0,2023-11-17T18:07:00Z,2023-11-17T18:07:00Z,Great approach. Very engaging and simply delivered,Talks at Google,en,0.9942104816436768
i5z2qHllvTU,UggqGJgcL6UAGHgCoAEC,@Skeluz,http://www.youtube.com/@Skeluz,173,2016-02-07T22:54:20Z,2016-02-07T22:54:20Z,The Expanse is one of the best series SyFy has ever shown.Can't wait for season two!,Talks at Google,en,0.9899592995643616
xudkTG-wM6s,UgxFWFEOVAwaiVluQs54AaABAg,@willb3368,http://www.youtube.com/@willb3368,0,2019-08-07T04:35:32Z,2019-08-07T04:35:32Z,"I'd like to embark on a serious diatribe. It is a biological fact that women must be treated more delicately for successful child birth and the continuation of the species, and that women hold a certain psychological dominance as gate keepers, which has historically been tempered by forcing men to be bread winners, as there are a plethora of examples of dominant women being quite terrifying in the anecdotal record. The issue at hand, i believe, is the inability of most to recognise these facts. Once recognized they can be set aside for important issues with sarcasm and wit, but while outrage culture denies their ability to be stated, their trueness intensifies their problamatic nature. Perfect Example: SOPH being booted from the YouTube Platform. Understanding does not come from denial or censorship, rather reasoned discourse. I place primary fault with unsupervised rote algorythmic removal of information, implicit platforming of virtue signaling rabel rousers, false politeness, political correctness, and unaknowleged subconscious bias. Also CNN. Peace. :3",Talks at Google,en,0.963003635406494
9nXop2lLDa4,Ugy7pTpxtC3HoZV5a7F4AaABAg.90cq2TkbPq190uCwNrQnUO,@weepingod,http://www.youtube.com/@weepingod,41,2019-11-04T06:07:37Z,2019-11-04T06:07:37Z,"the size of his ears says hes about 50, cant stop your ears from growing",Talks at Google,en,0.9840126037597656
w1-HMMX_NR8,UgwawmGwC-DtqZ0ZUa54AaABAg,@TheMamspoker,http://www.youtube.com/@TheMamspoker,0,2019-09-08T22:22:30Z,2019-09-08T22:22:30Z,"Guide to decluttering your home LOL.  Like it's some kind of revolutionary science that only this woman discovered.  LMAO!! Yeah, it's called picking your s**t up and putting it away in drawers and shelves where it belongs.  And she gets paid for this?",Talks at Google,en,0.99032062292099
p9aaTSn8qX8,Ugg0SePEgznILXgCoAEC,@MyDefendor,http://www.youtube.com/@MyDefendor,34,2015-08-21T13:13:47Z,2015-08-21T13:13:47Z,Mr. Robot a.k.a Game of Thrones of the nerds. Keep up the good work!,Talks at Google,en,0.9250739812850952
df1DHR44FNs,Ugyb59ykVs8IGUc4jFV4AaABAg.8tTpZgUl9Yt8tTr4Zw47Aj,@happymichieworriah8881,http://www.youtube.com/@happymichieworriah8881,0,2019-04-08T18:57:15Z,2019-04-08T18:57:15Z,Yes food big thing,Talks at Google,en,0.992635190486908
sPo0JPEvDRc,UgxvfD292CAcyQtxeqN4AaABAg,@Viartis,http://www.youtube.com/@Viartis,0,2017-09-17T21:25:28Z,2017-09-17T21:25:28Z,"BIOCHEMICAL CAUSE OF PARKINSON'S DISEASEBiochemical reactionsAlmost all biochemical reactions require the presence, in optimal quantities, of specific enzymes, substrates, coenzymes and cofactors. Consequently, the concentrations of those enzymes, substrates, coenzymes and cofactors determine the rate at which the biochemical reactions take place. Dopamine biosynthesisParkinson's Disease is primarily due to the insufficient biosynthesis of dopamine. The primary methods of treating Parkinson's Disease are based on this fact. So when the enzymes, substrates, coenzymes and cofactors required for dopamine biosynthesis are deficient the biosynthesis of dopamine is greatly reduced. The insufficient biosynthesis of dopamine causes Parkinson's Disease.EnzymesEnzymes enable biochemical reactions to take place. Almost all biochemical reactions require an enzyme for the biochemical reaction to be completed. The level of activity of the enzyme determines the rate at which the biochemical reaction occurs. However, unless the enzymes have genetic errors, which is a rare occurrence, the enzymes will be present.In people with Parkinson's Disease, the activity of the enzymes required for dopamine biosynthesis are substantially reduced, to very low levels in some people [1-6]. However, the activity of the enzymes can be greatly increased with the use of the substrate, coenzymes, and cofactors for those enzymes [7-15].SubstratesThe substrate is the substance on which an enzyme acts. The substrate bonds with the enzyme active site, and an enzyme-substrate complex is formed. The substrate is transformed into one or more products, which are then released from the active site. The biosynthesis of dopamine requires only one substrate for its formation, which is L-tyrosine. L-tyrosine is essential for the biosynthesis of L-dopa via the enzyme tyrosine 3-monooxygenase [7-10]. The quantity of L-dopa formed increases or decreases according to the concentration of L-tyrosine [7-10].CoenzymesA coenzyme is a chemical compound that is essential for the biochemical activity of many but not all enzymes. The activity of the enzyme increases or decreases according to the concentration of the coenzyme. Most coenzymes are ultimately derived from vitamins. The biosynthesis of dopamine requires four coenzymes : pyridoxal phosphate, tetrahydrofolic acid, NADPH, and NADP. Pyridoxal phosphate is essential for the formation of dopamine from L-dopa. Tetrahydrofolic acid is essential for the biosynthesis of L-dopa from L-tyrosine. Dopamine biosynthesis requires tetrahydrofolic acid, which requires NADPH, and pyridoxal phosphate, which requires NADP. Pyridoxine is essential for the biosynthesis of pyridoxal phosphate [16, 17].  Folic acid is essential for the biosynthesis of tetrahydrofolic acid [18-21]. Nicotinamide is essential for the biosynthesis of the nicotinamide coenzymes NADPH and NADP [22-34].CofactorsA cofactor is a chemical compound that is essential for the biochemical activity of many but not all enzymes. The activity of the enzyme increases or decreases according to the concentration of the cofactor. Most cofactors are mineral elements such as manganese and zinc.The biosynthesis of dopamine requires three cofactors : ferrous iron, zinc, and manganese. Ferrous iron is an essential cofactor for the biosynthesis of L-dopa from L-tyrosine [7-10]. Zinc is an essential cofactor for the biosynthesis of pyridoxal phosphate, which is essential for the formation of dopamine [16, 17]. Manganese is an essential cofactor for the biosynthesis of NADP and NADPH, which are essential for dopamine biosynthesis [27-34]. MalnutritionEven partial deficiencies of the substances that are necessary for dopamine formation will cause a reduction in dopamine biosynthesis [7-10]. The deficiency of more than one substance required for dopamine biosynthesis multiplies the detrimental effect on dopamine biosynthesis [7-10].Up to 60% of people with Parkinson's Disease are at risk of malnutrition, and therefore the risk of not just partical deficiencies but serious deficiencies of the nutrients required for the biosynthesis of dopamine [35-41, 57]. The prevalence of serious malnutrition in people with Parkinson's Disease is as much as 25% [35-39, 42, 57]. Severe malnutrition occurs in about 2% of people with Parkinson's Disease [35, 36]. The prevalence of malnutrition in people with Parkinson's Disease worsened over time and was in relation to the severity of Parkinson's Disease [39].DeficienciesL-tyrosine is essential for the formation of dopamine. It is normally obtained in the diet in the form of protein. However, most people with Parkinson's Disease have a significantly lower protein intake [43, 44], and therefore a lower intake of L-tyrosine. Parkinson's Disease is also associated with the deficiency of all of the other substances that are essential for dopamine biosynthesis including zinc [45-50], iron [51, 52, 58], manganese [53], folic acid [44, 54, 55], nicotinamide [54, 56], and pyridoxine [54, 56].",Talks at Google,en,0.960466742515564
JkEEjT5mU5c,UgwHJPh4LBhEnlDME2d4AaABAg,@philkparty9697,http://www.youtube.com/@philkparty9697,0,2018-09-30T17:00:29Z,2018-09-30T17:00:29Z,intangibles is a false word,Talks at Google,en,0.9526468515396118
5xflVUa4M_8,UgjVnAIPVBmZVngCoAEC.8OifO16R9GI8OmN_kAMs2R,@CeeLow53,http://www.youtube.com/@CeeLow53,1,2017-02-10T00:10:58Z,2017-02-10T00:10:58Z,"Mike Gaffney Please elaborate. Is the complexity of such policies the problem like the current tax code, or is it a positive millstone towards middle-class protection like social security and Medicare?",Talks at Google,en,0.9241986274719238
2tKDnsns2bg,Ugx6iQcnq_4tAL5i-0l4AaABAg.9JCu0G8JfkU9LWf1vog0y8,@sandradeslauriers6379,http://www.youtube.com/@sandradeslauriers6379,5,2021-03-30T16:20:11Z,2021-03-30T16:20:11Z,Me too....love the privacy i can get in my car... 😊,Talks at Google,en,0.991693913936615
7spqWnCBgRE,Ugxqj7g2cyQH7Wks7w54AaABAg,@LilleViMsEViMs,http://www.youtube.com/@LilleViMsEViMs,1,2020-11-14T17:48:56Z,2020-11-14T17:48:56Z,The work he does is awesome. Respect :),Talks at Google,en,0.9942969679832458
aPlG_w40qOE,Ugx6Nie0giIVr5Rhoa54AaABAg,@joywilliams4014,http://www.youtube.com/@joywilliams4014,8,2020-04-21T23:22:25Z,2020-04-21T23:22:25Z,WOW. That was the best talk I’ve hear on mindfulness. Gives hope for someone with mental illness challenges. Thank you so much. So clear🙂,Talks at Google,en,0.9920740127563475
qwOdU02SE0w,UgxMDNK3RgcF5raI8mV4AaABAg,@elsamanaloto,http://www.youtube.com/@elsamanaloto,32,2019-08-04T01:26:57Z,2019-08-04T01:26:57Z,"Someone has to say it. This is one good-looking fella. I love his books, but I always find myself staring at the picture at the back.",Talks at Google,en,0.9942060112953186
uSY0R9XYX7M,UgxBDLXbOnO945bn1CB4AaABAg,@lynsmith1096,http://www.youtube.com/@lynsmith1096,1,2022-10-27T22:49:25Z,2022-10-27T22:49:25Z,Great interview and Q&A. I have just found The HU and they are Brilliant.,Talks at Google,en,0.9940842986106871
3Cnq1EP4ByQ,Ugynctm8sf0MDZ10k7d4AaABAg.9GnkAVxQKeZ9GsFOsmgH7y,@pratikkhetiya3951,http://www.youtube.com/@pratikkhetiya3951,2,2020-12-05T04:12:57Z,2020-12-05T04:12:57Z,Google knows whom to invite whom to not😜 they never invite people like you.,Talks at Google,en,0.9023258686065674
u7TwqpWiY5s,UgjZbqLwEVuQmXgCoAEC,@n0isyturtle,http://www.youtube.com/@n0isyturtle,2,2015-05-21T21:02:34Z,2015-05-21T21:02:34Z,Conan sure does love sitting like a porn starlet about to get plowed.,Talks at Google,en,0.9004577994346619
pLkBdD-sM8E,UgxOot0BsGzsSU7dVZd4AaABAg,@EricGrumling,http://www.youtube.com/@EricGrumling,1,2013-07-13T14:21:11Z,1970-01-01T00:00:00Z,"There's no way geothermal heat is still there from millions of years ago. The Earth's core is nuclear reactor. I'd include a link but apparently Google won't allow it. Simple search for ""Earth's core thorium"" and you'll get plenty of hits.

No ""sorta"" about it.",Talks at Google,en,0.9727336764335632
Ijnt-eXukwk,UgzWeR6GogELGE-aL0p4AaABAg,@bobt2121,http://www.youtube.com/@bobt2121,2,2018-01-27T07:12:01Z,2018-01-27T07:17:23Z,"Oh, what courage this nun has. She sang much better the second verse and later and was less shy and embarrassed. I still enjoy listening to her and the others. It must be some type of therapy for her. She still makes me happy. We are all imperfect God bless. Shanti😂",Talks at Google,en,0.9930370450019836
snXFk71dKE0,UgwZossxpKKt1HZ8hbp4AaABAg,@alisonbamford6723,http://www.youtube.com/@alisonbamford6723,21,2021-06-18T23:41:29Z,2021-06-18T23:41:29Z,The surgeon didn’t ‘cure’ the cancer - he just cut it out!  Curing it would mean reversing it & creating a healthy bodily environment that would ensure non return!,Talks at Google,en,0.9934373497962952
9hf31xOhchY,Ugx_7H1J1NB0jFii9uJ4AaABAg,@FreemonSandlewould,http://www.youtube.com/@FreemonSandlewould,0,2021-01-31T23:57:37Z,2021-01-31T23:57:37Z,Bobby Fischer? Yes he was the best.,Talks at Google,en,0.9017261862754822
O-YqzpfGGCY,UgiGFyXuDLrHwngCoAEC.88yW0smZfZd8UlOXLHu0Ay,@sphinx333,http://www.youtube.com/@sphinx333,1,2017-07-08T18:08:21Z,2017-07-08T18:08:21Z,"Island Concierge indeed! Agree with what you say, but this book is rubbish.",Talks at Google,en,0.9942032694816588
XymydePICPw,Ugx9yQJnA7iGOeFmsSN4AaABAg,@SPCEMN3,http://www.youtube.com/@SPCEMN3,1,2019-04-25T18:33:35Z,2019-04-25T18:33:35Z,"A 50 minute infomercial from GoogleTalks. Disappointed, and I like Kavalan.",Talks at Google,en,0.9934833645820618
ynbgMKclWWc,UgwljXrqya79D1szaaV4AaABAg,@robichard,http://www.youtube.com/@robichard,0,2021-02-26T09:44:29Z,2021-02-26T09:44:29Z,Capitalism doesn’t need curing. It needs implementation !  This bozo doesn’t know what he is talking about.,Talks at Google,en,0.9606804847717284
QOXup8chEoY,UgyI7r0zLWprPJj9Hft4AaABAg,@doctorsoggy5563,http://www.youtube.com/@doctorsoggy5563,21,2018-01-22T23:23:11Z,2018-01-22T23:23:11Z,The host is the reason I'd hate to work at Google,Talks at Google,en,0.973061203956604
REJFOEjwy_I,UgzkhmG_fsEhlzvLlAh4AaABAg,@viennastar,http://www.youtube.com/@viennastar,0,2013-05-27T10:16:04Z,1970-01-01T00:00:00Z,WTF! China?,Talks at Google,pl,0.9450348019599916
u7TwqpWiY5s,UgwVpiQIaxRZb20WmOx4AaABAg,@MultiFortran,http://www.youtube.com/@MultiFortran,0,2010-08-13T20:16:03Z,1970-01-01T00:00:00Z,This is actually the second time i'm watching this video.,Talks at Google,en,0.990616500377655
DzzfSq2DEc4,UgxHDWpomvVPOddooZ14AaABAg,@Lili-Benovent,http://www.youtube.com/@Lili-Benovent,0,2022-04-11T07:27:22Z,2022-04-11T07:27:22Z,"Women are going to have abortions regardless of what the agents of that imaginary control freak Christian God say,  it's their own body and they have the right to choose whether they go through with pregnancy and childbirth or not.It wasn't until the 1970s that women had access to safe, sterile and professional terminations, prior to that it was a choice between an unwanted pregnancy, for whatever reason, or a visit to a back alley amateur butcher at an enormous cost, not just money wise but also health and sometimes life wise.Now these sanctimonious, self righteous God botherers want us to return to that scenario,  imagine if it was your daughter or close friend who through ignorance or error became pregnant and felt that they were not ready to face childbirth and all it encompasses for the next twenty years of their life, would you force childbirth on them, would you want the State to force childbirth on them, would you make terminations unavailable in a clinic, or would you force them to make a decision to have the termination in some quacks back room?  It's our bodies and our right to have a clean, professional, proper procedure if that's what we choose and your Jesus in the sky has nothing to do with it.",Talks at Google,en,0.9099105000495912
Bw9P_ZXWDJU,Ugww5-farvewEwfck-h4AaABAg,@zanirani,http://www.youtube.com/@zanirani,2,2019-08-08T13:36:11Z,2019-08-08T13:39:01Z,Google eliminate single use plastic from your offices.,Talks at Google,en,0.926819622516632
EScvgGxFq4Q,UgyyBeA2Sp-ne745m2F4AaABAg,@shinysunlight,http://www.youtube.com/@shinysunlight,0,2018-04-18T13:54:56Z,2018-04-18T13:54:56Z,"I adore this woman. So natural and simple, gentile, funny, easy to love. I subscribed and i always watch her recipes, tried a few as well.",Talks at Google,en,0.994413673877716
-2aSkPyJj0I,UgzQ4rdr1N6kOESUEJx4AaABAg,@citronm1405,http://www.youtube.com/@citronm1405,6,2019-08-29T15:15:16Z,2019-08-29T15:15:16Z,This was an interesting interview.,Talks at Google,en,0.9922544956207277
T71ibcZAX3I,UgwGJC7qt_cAul3Ke3N4AaABAg,@debbied8525,http://www.youtube.com/@debbied8525,107,2018-04-25T02:53:33Z,2018-04-25T02:53:33Z,JL Collins is one of my very favorite financial bloggers/writers.   Great interview and kudos to the interviewer for asking good questions and letting him fully answer.  Excellent interview.,Talks at Google,en,0.9927793145179749
g6BK5Q_Dblo,UgzWF3JuI-4K3sQdKlR4AaABAg,@neta562,http://www.youtube.com/@neta562,0,2020-07-03T19:43:18Z,2020-07-03T19:43:18Z,The occult,Talks at Google,en,0.970381200313568
6jUQHA-ji6k,UgyBnMDAUFyyJE924X54AaABAg,@GerardoOntiveros10,http://www.youtube.com/@GerardoOntiveros10,1,2020-02-16T20:48:35Z,2020-02-16T20:48:35Z,I saw a still image of these guys and when listening to the podcast I was certain Josh Clark was the guy in the ball cap and Chuck Bryant was in the pink shirt. Obviously my mind's eye had it wrong but it's weird to hear (from my perspective) the wrong voice coming from the wrong mouth.,Talks at Google,en,0.991377592086792
7spqWnCBgRE,UgyfD0rxZORH2vYelmR4AaABAg,@jessekohler6000,http://www.youtube.com/@jessekohler6000,0,2019-10-05T23:51:26Z,2019-10-05T23:51:26Z,"I get so uplifted watching his videos but then scroll down to see the comments disable and feel sad. Why do you assume everyone is going to be bullies? Google you are treating these people as victims. The purpose of his videos is to reach out to the world and yet you block them off truly making them disabled. Watching his videos moves me in many aspects and have given me the confidence to approach someone who may have their varied natural hurdles. Before the insight his interviews gave I wouldn't know how to approach someone going through such. Please give back his comment section, stop treating these people as victims that need to be sheltered from the world, and let them reach out to the world and the world to reach out to them.",Talks at Google,en,0.9876644015312196
2iEJrv9q6-U,UgxJxiK95o0aykR2kq14AaABAg,@catwhisperer9489,http://www.youtube.com/@catwhisperer9489,2,2023-11-11T19:56:18Z,2023-11-11T19:56:18Z,"My favorite thing, with a Reba interview, is when she talks about her siblings and parents, and growing-up, workin' on her father's steer ranch!! I got/read her book, at least a month, ago....  Since I'm not able to be down home, right now, it truly gave me Southern comfort!!! ❤",Talks at Google,en,0.9870434403419496
DrFWQ1s2dR4,UgyE3TABcboXS_YF8rx4AaABAg.9MXscdKkRFf9UUaMr52E64,@peterdowney1492,http://www.youtube.com/@peterdowney1492,2,2021-11-08T13:43:25Z,2021-11-08T13:43:25Z,"Yes. Badass Baddiel, the arch blocker on Twitter for anyone who has the temerity to disagree with him.",Talks at Google,en,0.9027944207191468
C6UdLVXiYyI,UgzRQjsDeE8B7RSsTbp4AaABAg.9KYxPzKI6hs9NarcAMnDBA,@wallyprichard7451,http://www.youtube.com/@wallyprichard7451,3,2021-05-21T09:49:07Z,2021-05-21T09:50:32Z,There have been human skeletons discovered in Illinois that are 300 million yrs old. There has also been discovered a gold chain the same age. The oldest artifacts ever discovered are perfectly round grooved metallic spheres almost as hard as diamond found in South Africa which are 2.8 billion yrs old.,Talks at Google,en,0.9208610653877258
DKfGC3P9KoQ,UgyDuyJpW_sX-fObs-J4AaABAg,@Cheeseatingjunglista,http://www.youtube.com/@Cheeseatingjunglista,0,2020-02-09T05:50:11Z,2020-02-09T05:50:11Z,"Oh shit, this is a comedy gig aint it? I treated it seriously and actually tried to point out some of his obvious errors, wheras hes trying to kill us with a Dull Attack claiming to be a joke. Poor woman thinks he knows bout the Vedas and the Indus Valley civilisation.... he has as much sense as a goats arsehole, idiot",Talks at Google,en,0.9758062362670898
ynbgMKclWWc,Ugx6j5z5XanFrBgCEe14AaABAg.8pPniIo7Z8X8r-vuVoFhNl,@outlierjahd7910,http://www.youtube.com/@outlierjahd7910,0,2019-02-06T10:59:25Z,2019-02-06T10:59:25Z,"""capital is distributed more evenly"" is nonsense, you're spouting those socialism boy right here. Capitalism is about concentrating, it can't distributed evenly.",Talks at Google,en,0.9301735162734984
u7TwqpWiY5s,UgwEyHeSJ3v5jXxcHUN4AaABAg,@jesseanderer9546,http://www.youtube.com/@jesseanderer9546,0,2018-12-10T03:25:05Z,2018-12-10T03:25:05Z,omg the indian man really doesn't want this to happen,Talks at Google,en,0.9435715675354004
-w5ZnNjd8Ys,Ugy81RhWEEQKvqw-EtR4AaABAg,@mikhailghaleb3645,http://www.youtube.com/@mikhailghaleb3645,2,2018-08-15T17:24:38Z,2018-08-15T17:24:38Z,Please make sure that the mic the person is wearing is functional as in  this video the sound is very low,Talks at Google,en,0.9932706952095032
vmt1Li1Rnes,Ugz_iTwdEW-rd58zkvt4AaABAg,@dougwhiting7631,http://www.youtube.com/@dougwhiting7631,7,2018-10-05T01:13:59Z,2018-10-05T01:13:59Z,"I think I have  had Brookfield stock for over 30 years back when it was Edper, Hees, Brascan, Coscan.  It used to have a very complicated owner ship structure.  Anyway I made money by doing what Brookfield was doing.  It sold Brookfield Homes , I sold, when they starting buying I bought , when they bought the Brookfield Homes convertible pref so did I.  There were so few owners of that issue it couldn't trade.",Talks at Google,en,0.9888535737991332
vmt1Li1Rnes,UgyfnhAxUQPSZ-GnMON4AaABAg,@Joe-jc5ol,http://www.youtube.com/@Joe-jc5ol,13,2019-04-22T01:00:52Z,2019-04-22T01:00:52Z,Now I feel like buying some BAM stock lol,Talks at Google,en,0.9808660745620728
VZnGwFblXpA,Ugxoo1r3O899Fjh6yWF4AaABAg.9FnikcHmtQP9IHA14iwrAU,@debbiedryden9145,http://www.youtube.com/@debbiedryden9145,2,2021-01-09T02:17:40Z,2021-01-09T02:17:40Z,"I'm in a coffee, tea hot chocolate and other product with the reishi mushroom",Talks at Google,en,0.994140088558197
YOlkkMxAhj4,Ugh23Su2P05mDHgCoAEC.8Nm4Vq6ZZe98U7b1Xq3h7N,@donaldmagill4296,http://www.youtube.com/@donaldmagill4296,0,2017-06-22T21:57:30Z,2017-06-22T21:57:30Z,"David Watermeyer""No the west has a huge amount to answer for make no mistake.""Our actions are indelible. Do you believe that ""I"" am responsible?If the answer is yes, then how many years into the past do ""I"" have to pay?The ""west"" is a large group. I insure that my path, is the path of light.The actions I take cause the least harm to life as possible.This ""moment"" of creation in which we exist is ever changing. What path will satisfy ""a huge amount""?""Look let it be plainly stated. It is an unsaid reality that absolutely any and every way of thinking that in any way suggests anything other than life in a universe made of dead matter and without any purpose has been utterly rejected within western academia.""By whom?The sliding scale of belief:0= no belief in an omnipresent ""being""7= absolute belief in an omnipresent ""being""I vote 0Now as for faith:100% homo sapiens= yes(at least at birth)",Talks at Google,en,0.9011653065681458
FT4tmI8YxCU,UgwGWCm5qCsg2jPVXix4AaABAg,@maryparsons5543,http://www.youtube.com/@maryparsons5543,0,2021-09-03T14:05:21Z,2021-09-03T14:05:21Z,"Arrest them all, I hate child molesters, line them up and shoot them all. God bless Tim and his workers. These traffickers are so evil and disgusting. I pray for the poor precious children. God bless Tim and the Underground railroad.",Talks at Google,en,0.9359295964241028
J4v_34RRCeE,UggPPnIc9RlsTHgCoAEC.7-H0Z7-DPK_8xOeBtmcupu,@frankalbarran7097,http://www.youtube.com/@frankalbarran7097,0,2019-07-15T04:34:02Z,2023-10-24T00:55:40Z,"@57 Mickey No, but I'm learning.",Talks at Google,en,0.969566822052002
oV-EDWzJuzk,UgxWg4iwyM8jceYp_ih4AaABAg,@fixitright9709,http://www.youtube.com/@fixitright9709,0,2017-08-26T06:11:41Z,2017-08-26T06:11:58Z,I think I saw him in Scotland one time? Hanging out at a pub.,Talks at Google,en,0.9790018796920776
snXFk71dKE0,Ugx6IM1vW9z3F928XhB4AaABAg,@pen4tenn,http://www.youtube.com/@pen4tenn,11,2021-08-03T16:40:57Z,2021-08-03T16:40:57Z,My 83 year old Mom has been struggling with this for 4 or 5 years. I am going to share this with her.,Talks at Google,en,0.9889004230499268
g6BK5Q_Dblo,Ugw0Au8bovi8QPuDu1l4AaABAg,@nityadasa5852,http://www.youtube.com/@nityadasa5852,0,2022-06-02T11:30:16Z,2022-06-02T11:30:16Z,"amazing, mind blown lecture, that humans program such an smart self generating AI is just prof that God (Krshna) did the same for our self generating  universe. 0 generates 0 1  generates 1",Talks at Google,en,0.9293627738952636
HyVvjAdbaaQ,UgiVqNgtWdc2nXgCoAEC,@VotelessOrc497,http://www.youtube.com/@VotelessOrc497,0,2017-07-23T14:05:27Z,2017-07-23T14:05:27Z,So a Google representative a very left leaning organization is going to give their views on something right leaning as religion and justify being gay.......sounds like a joke you would hear involving politics.,Talks at Google,en,0.9019904732704164
8sY-qwEYjs0,UgxJIOBIY0NEE9OrC_B4AaABAg,@platamonia,http://www.youtube.com/@platamonia,1,2013-08-10T15:52:15Z,1970-01-01T00:00:00Z,"A really good performance, very useful. Greetings from Hungary,",Talks at Google,en,0.9937154650688172
VX3c8uDLBY8,UgjmvsV5wMS5qXgCoAEC.7-H0Z7-FtMG78-W9VtekPP,@MackTheTemp1,http://www.youtube.com/@MackTheTemp1,5,2014-10-10T05:28:34Z,1970-01-01T00:00:00Z,"Agreed, I think Joshua hit on this when he suggested that when a company has a significant degree of control over the flow of information that it is in fact a form of spiritual power. It feels strange to even write that sentence, so I'd elaborate and say that I think Joshua is referring to a significant external force that shapes our thoughts, which in terms shapes our conscious and our experience in qualitative ways.",Talks at Google,en,0.9632391333580016
F6FR08VylO4,UgzGQa1AoJIQFRTL0914AaABAg.9-pqCfOkGKd9089P1qBD4S,@SernasHeptaDimesionalSpace,http://www.youtube.com/@SernasHeptaDimesionalSpace,0,2019-10-16T04:53:56Z,2019-10-16T04:53:56Z,entanglement is the form matter is united,Talks at Google,en,0.9319952726364136
